CHILDID,X4PRNCON,X4PRNSOC,X4PRNSAD,X4PRNIMP,X4TCHCON,X4TCHPER,X4TCHEXT,X4TCHINT
10007514,3,4,1,1,3,3,1.67,1.5
10007515,3,3.67,1.75,3,4,4,1.17,1.25
10007516,2.8,4,1.25,2,4,4,1.5,1.25
10007517,2.4,3,1.5,2,3.25,2.4,1.33,1.67
10007518, , , , , , , , 
10007519,2.6,3.33,1.5,2,2,2.2,3.17,2
10007520,3.2,3.67,1.75,2,3.25,3.4,2,1.5
10007521,2.2,2.67,1.75,3,4,3.4,2,1.25
10007522,3,3.33,2,1.5,4,4,1.33,1.25
10007523,3.2,3,1.25,1.5,3.25,2.8,1.5,1.25
10007524,3.6,4,1.25,2,3.75,4,1.5,1.25
10007525,3.4,3.67,1.5,2,2.25,1.6,3.5,1.5
10007526,3,3,1.5,2.5,2,2,2.5,1
10007527, , , , , , , , 
10007528,3,3,1,1,3.75,3.8,1,1
10007529,3.4,4,1.5,3.5, , , , 
10007530,2.4,4,1.25,3, ,2.2,3.17,1.5
10007531,2.8,4,1.5,1.5,3.25,2.6,1.33,1.25
10007532,1.8,3.33,1.25,2.5,3,2.6,1.5,2.25
10007533,3.4,4,1.25,2,3.5,3.4,1,1.25
10007534,3,4,1.25,1,3.67,3.4,1.33,1.75
10007535, , , , , , , , 
10007536,2.6,1.33,1.5,1,3,2.8,1.17,1.75
10007537,2.4,3.33,1.75,4,2.75,3,3.83,2.5
10007538, , , , ,3,2.8,2,1.25
10007539,2.8,4,1.25,1,3.25,3.8,1.67,1.25
10007540,2.8,3,1,2.5,2.75,2.4,1.67,1.25
10007542,2.6,4,1.5,1.5,3,2.4,2,2
10007543, , , , , , , , 
10007544,2.8,3.67,2,2.5,3,2.6,1.83,1.5
10007545,3.6,3.67,1.25,1.5,3.67,3,1.17,2
10007546,3,2.33,1.75,2,2.25,2,2.33,1.25
10007547,2.8,2.67,1,1.5,3.5,3.6,1.5,1
10007548,3.4,3.67,1.25,1,3.75,3.4,1,1.25
10007549,3,2.33,1.25,1.5,3.5,3.6,1,1.75
10007550, , , , , , , , 
10007551,2.8,3,2,2,3.5,2.75,1.17,1.5
10007552,3.2,4,1.5,2,3.67,3,1.67,1.75
10007553, , , , , , , , 
10007554,2.6,2.67,1.5,1.5,3.75,3.8,1,1
10007555,3.2,2.67,1.75,2,3.33, ,1.17,2.25
10007556,2.6,4,1,1,3.5,3,1.67,2.25
10007557,3.2,3.33,1.25,2.5, ,2.25, , 
10007558,2.6,3.33,1.25,2.5,2.75,2.2,2,3
10007559,2.4,4,1.75,4,3,2.4,2.33,2
10007560, , , , , , , , 
10007561, , , , ,2.33,2.2,1,1.25
10007562,2.6,3.67,1.5,1.5,4,4,1.33,1.5
10007563, , , , ,3,3,2,2
10007564, , , , , , , , 
10007565, , , , , , , , 
10007566,3,3.67,1.75,2,4,4, ,1.25
10007567,2.4,3.33,2,2.5,2.25,2,3,1.75
10007568,2.8,3.33,1.75,1.5,3.5,3,1,1
10007569,2.8,3.67,1.25,2,3.67,4,1.4, 
10007570,3,3.33,1,1.5,3.25,3,1.83,1.25
10007571,3.2,3.33,1.75,1.5,4,3.8,1.5,1.25
10007572,3.2,2.5,1,2,3.25,2.8,2.33,1
10007573,3.4,4,1.5,4,3.25,3.4,2.5,1.5
10007574,3,2.33,1.25,2,3.25,3.8,1,1.5
10007575,3.6,4,1.25,1,4,4,1.17,1.25
10007576,3.2,3,1.25,1,2.67,2.6,1.83,1.5
10007577, , , , , , , , 
10007578, , , , ,2,2.2,3.5,3
10007579, , , , , , , , 
10007580,2.2,2,1.25,2,3.75,3.2,1.33,1
10007581,2.4,4,1.25,3,3,3.4,1.67,1.25
10007582,3,3.33,2,1.5,3.5,3,1.33,1.5
10007583,3,4,1.75,2,3.25,3,1,2.25
10007584, , , , ,3.75,3.8,1.67,1.5
10007585,1.2,4,1,2.5,3.75,3.6,1,1
10007586,3,3.33,1,2,2.75,2.8,1.67,1.5
10007587,2.6,4,1.5,2,4,4,1.17,1.25
10007588,2.2,3.67,1.25,2, , , , 
10007589,4,3.67,1,1,4,4,1.83,1.5
10007590,3.6,4,1,1.5,4,4,1,1
10007591,1.4,1.67,2.25,4, , , , 
10007592,2.6,3.33,1.25,2.5,3.5,3.6,2,1.75
10007593,3.2,4,1.25,1.5,2.25,2.6,2.17,1.75
10007594,2.4,3.33,1,1.5,3.25,3.2,1.5,1.25
10007595,2.8,4,1.25,2, , , , 
10007596,2.8,3.33,2,2,3.75,3.2,1.83,1
10007597,3.2,4,1.25,3, , , , 
10007598,2.6,4,2,1, , , , 
10007599,3,3,1.25,1.5,3.25,3.2,2.17,1
10007600, , , , , , , , 
10007601, , , , ,2.25,2,2.33,1.25
10007602,2.8,4,1.5,1.5,3.5,3.4,2,1.67
10007603,2.4,3.67,1.25,3, ,3,1.83,1
10007604,2.2,2,2.25,3.5,2,2.6,3.5,2.5
10007605, , , , ,3,2.8,1.5,1.5
10007606,2.8,3.67,2,2,3.5,3.2,1.67,1.25
10007607,1.4,3,2,2,2.75,2.8,2.33,1
10007608,3,3.67,1.5,1.5,3.5,3.8,1.67,2
10007609,2.6,3.67,1.5,2,2.75,2.4,2,2
10007610, , , , , , , , 
10007611, , , , , , , , 
10007612,2.2,3,2.25,2.5,3.25,3,1.83,1.5
10007613,3.6,4,1.25,1,3.5,3.6,2,1.5
10007614,2.8,3,1.75,2.5,2.75,2.4,1.5,1.25
10007615,3.4,3,1.25,1.5,4,3.6,1.17,1.75
10007616,3,4,1.25,1.5,3.75,4,1.67,1
10007617,3.4,4,1.25,1.5,3.5,3.4,1.83,1.25
10007618,3,3.67,1,2,2.25,1.8,1.83,1.67
10007619, , , , ,3.5,4,1,1.25
10007620,3.3,4, , ,3.75,3.5,1.5,3
10007621,3.4,4,1.5,2,3.5,3.6,1.17,1.5
10007622, , , , ,2.75,3.2,1.83,1.25
10007623, , , , ,1.67,1.8,3.33,1.75
10007624,4,3.67,1.25,1, , , , 
10007625, , , , , , , , 
10007626,3,2.67,1.5,1.5,3.25,3.4,1.5,1.25
10007627, , , , ,3.5,3.2,1.5,1.25
10007628,2.4,3.33,1.75,2.5,2.5,2,2,2.5
10007629,3.8,4,1.25,1.5,4,3.6,1.5,1.25
10007630,1.8,2.33,1.5,1,3.25,2.8,1.83,1
10007631,1.8,3.67,1.75,3,2,2,2.33,2
10007632,2.4,4,1.25,1.5,3.5,3.2,1.67,2
10007633, , , , ,3.5,3.8,1.67,1.25
10007634,3,4,1.25,2,2.25,2.4,2,1.25
10007635,3,4,1.5,2,2,2,3,1.75
10007636,3,2.67,1.5,1.5, , , , 
10007637,3.2,3.67,1.25,1.5,3.25,3.2,2.33,1.5
10007638,3,2.67,2,2,4,4,1,1.25
10007639, , , , , , , , 
10007640,2,3.33,2,2.5,2.25,1.8,3.33,1
10007641,3.6,3,1.25,1.5, ,2.4,1.17,1
10007642,3.8,4,1.25,2,3.75,3.4,1.83,1
10007643,1.4,4,2.25,3.5,3,2.6,2.33,1
10007644,3.6,4,1.25,2.5,3.67,4,1,1
10007645,3,3,1.25,1.5, , , , 
10007646,2.8,3.33,1.5,2.5,2.25,2.6,2.17,1.5
10007647,3.4,4,1.5,2,3.5,3.2,1.5,1
10007648,3,3.67,1.5,2.5, , , , 
10007649, , , , , , , , 
10007650, , , , ,4,4,2,1.25
10007651,2.8,3.33,1.75,2.5,2.5,2.8,1.83,1.25
10007652,2.8,3,1.75,1,3,3.4,1.83,1.5
10007653,2.4,3,1.75,1.5,3.75,3.8,1.33,1.75
10007654,4,4,1.5,1,4,3.6,1.5,1.25
10007655, , , , , , , , 
10007656,3.2,4,1.25,1.5,2,2.2,3.17,2.5
10007657, , , , ,3,2.8,1.67,1.75
10007658,3,3.33,1,1,2.5,2.4,3,1.75
10007659, , , , , , , , 
10007660, , , , , ,1.8,2,1
10007661, , , , , , , , 
10007662, , , , , , , , 
10007663,2.6,3.33,1.5,2.5,3,3.4,1.83,1.5
10007664,3,3,1.5,2, , , , 
10007665,3.4,3.67,1.25,1,3.75,3.4,1.17,1
10007666,2.8,2.67,1.75,2, , , , 
10007667,1.8,2.67,1.5,3, , , , 
10007668, , , , , , , , 
10007669, , , , , , , , 
10007670,2,4,1.5,4, , , , 
10007671,3.2,3.67,1.5,2, , , , 
10007672,2.6,3,1.25,1.5,2.67,2.2,2.33,2
10007673,3.2,3.33,1,1.5,4,3.8,1,1.5
10007674,3,3.67,1.25,1.5,3.25,3.4,1.67,1
10007675,3.4,3.67,1.5,2,3.75,4,1,1.5
10007676,3.4,3,1.5,1.5,3.33,3.6,1.17,1.25
10007677,3.2,4,1.5,1.5, , , , 
10007678,3.8,3.67,1.25,1, , , , 
10007679, , , , , , , , 
10007680, , , , , ,3.8,1.17,1.25
10007681, , , , , , , , 
10007682,3.2,4,1.25,1.5,3.5,3.2,1.5,1.25
10007683,2.4,4,1.25,1.5, , , , 
10007684,3,4,1,1,3,3,1.17,1.25
10007685, , , , ,3.75,3,1.83,2
10007686,2.8,3.67,1.25,1.5,2.5,2.2,2,1.25
10007687, , , , , , , , 
10007688,3.4,3.33,1,1.5,3.5,3.4,1,1.75
10007689,3.2,4,1.25,2,3.33, , ,1.33
10007690,3.2,4,1.5,1.5,3.5,3,1.17,1
10007691,3.8,3.33,1,1,2.5,2.4,1.83,1.5
10007692,4,4,1,1.5,3,3.8,2.33,1.25
10007693,2.6,3.67,2,2,1.25,1,4,2.5
10007694,3,3.33,1.25,2,2,2.4,2.5,1.25
10007695,3,2.33,2,2, , , , 
10007696,2.8,3.33,1.25,1.5,4,3.6,1,1.25
10007697,3.2,3.33,1.5,2,3.5,2.8,1.5,1.25
10007698, , , , , , , , 
10007699,2.8,3.67,1.25,1.5,4,4,1,1.25
10007700,2.6,4,1.5,2, , , , 
10007701, , , , , , , , 
10007702,2.8,3,1.5,1.5,4,4,1,1.25
10007703, , , , ,4,3.8,1,1.25
10007704, , , , , , , , 
10007705,2.8,3.33,1.5,1, , , , 
10007706,3.6,3.67,1,1,3.33,3,1.4,1.5
10007707,3.2,4,1.25,2, ,2.25, ,2
10007708,3,3.33,1,2,2.5,2.8,2.17,1.25
10007709,3.6,3.33,1.5,1.5,3.25,3,1.17,2
10007710,3.2,3.67,1,1.5,3,3,1.83,1.25
10007711, , , , ,3.5,3.4,1.67,2.25
10007712, , , , ,2.75,2.4,2.17,2
10007713,2,2.33,2.25,3.5,3.25,2.8,1.67,1
10007714,3.4,4,1.75,1.5,2.67, ,1,3.25
10007715,3,3.33,2,2,3,3,2.33,2.25
10007716,3.2,3,1.25,1.5,3.25,3.8,1.5,1.75
10007717, , , , , , , , 
10007718, , , , , , , , 
10007719,3.6,4,1.25,1.5,3.75,4,1.17,1.25
10007720, , , , , , , , 
10007721,2.4,3.67,1.75,2.5, , , , 
10007722,2.8,3.67,1.25,1.5,3.5,3,1.83,1.25
10007723,1.6,3.33,1.25,3, , , , 
10007724, , , , , , , , 
10007725,3.6,4,1,1.5,3.75,3.4,1.67,1.5
10007726,2.8,2.67,1,1, , , , 
10007727,3.4,2.67,1.25,1,3.25,3.8,1.17,1.25
10007728,2.8,2.5,2,4,3.75,4,1,1.5
10007729,3,4,1.25,1.5,2, ,1.8,1
10007730,3.2,2.67,1.5,2,2.25,2.2,2.5,2
10007731, , , , , , , , 
10007732,2.8,3.33,1.25,1.5, , , , 
10007733,3.2,3.67,1.25,2,2.33,2.4,1.83,1.75
10007734,3.6,3.67,1.75,1.5,4,4,1.17,1.25
10007735, , , , , , , , 
10007736, , , , ,3,2.4,1.5,3.25
10007737,2.8,4,1.25,2,3.5,3.8,1,1.25
10007738, , , , , , , , 
10007739,3.2,4,1.25,1.5, , , , 
10007740, , , , , , , , 
10007741,3,3.67,1.5,4,3.75,4,1.67,1.5
10007742,3.4,4,1.25, ,3.25,3.4,1.33,1.25
10007743,2.6,3,2,2,3.75,3.6,1.67,1.25
10007744,2.8,2.67,2.5,3, , , , 
10007745,2.8,2.67,1.25,3,3.33,3.2,1.5,2
10007746,3,3.67,1.75,2, , , , 
10007747,3.4,3.67,1.25,1.5,4,3.8,1,1.5
10007748,3.4,3.33,1.5,2,2.5,2.25,2.25, 
10007749, , , , , , , , 
10007750,2.8,3.67,1.25,2,3.5,3.8,1.33,1.25
10007751,2.2,4,1.25,3, , , , 
10007752,3.2,3.67,1.5,1,2.5,2.8,2.17,1.75
10007753,2.8,2,1.75,2,3.75,3.8,1,1.75
10007754,2.8,2.67,1.25,1.5,4,4,1.5,1.25
10007755,2.4,4,2.25,2,3.75,3.6,1.33,2
10007756,4,4,1,1,3.75,3.6,1.17,1.25
10007757,3.5,1.67, , , , , , 
10007758,3.4,4,1.75,1.5,2.75,2.4,3.67,1.25
10007759,1.4,2,2.5,3,2.5,2.2,2.67,2.25
10007760,3,3.67,1.75,1.5,2.75,2.8,2.5,1.25
10007761, , , , ,4,4,1.17,1
10007762,3.2,4,1.5,1.5,3.75,3.2,2,1.25
10007763, , , , ,3,3,2.17,1.25
10007764, , , , , , , , 
10007765,3,4,1.5,2,4,4,1.17,1.25
10007766,3.4,3.67,1,1.5,3,2.8,1.17,1.5
10007767,2.2,3.67,1.25,1.5, , , , 
10007768,3,2.67,1.5,1,3.5,3.8,1.17,1.25
10007769,2.4,4,1.25,4,2.5,2.6,2.17,2
10007770,3.6,4,1,2,3.25,3.6,1.67,1.5
10007771,3.2,2.67,2.25,1, , , , 
10007772,2.8,2.33,2,1,3.75,3.8,1.17,1
10007773, , , , , , , , 
10007774,3.2,4,2,2,3.75,3.8,1.17,1
10007775, , , , , , , , 
10007776,3.2,3.33,2.5,1, , , , 
10007777,3,3.33,2,2,3,2.8,2,1
10007778, , , , , , , , 
10007779, , , , , , , , 
10007780,3.2,2.67,1.25,1,4,4,1,1
10007781,2.8,3,1.25,1,3.25,3.2,1,1.25
10007782,3,3,1.25,1,3,3.2,2.17,1.25
10007783,3.6,4,1.25,3,3.25,3.8,1.67,2
10007784,2.8,4,1.5,2.5,3,3.2,2,1.25
10007785,2.8,3.33,1.5,1.5,3.25,3.6,2,1
10007786, , , , ,3,3,1.83,1
10007787, , , , ,3.75,3.8,1,1
10007788,3.2,4,1,2.5,2.25,2,2.83,1
10007789,3.2,4,1.25,2,3.25,3,2.33,1.25
10007790, , , , , , , , 
10007791, , , , ,2.5,3.2,1.67,1.25
10007792, , , , , , , , 
10007793,4,4,1,1,4,4,1,1
10007794, , , , , , , , 
10007795, , , , ,3.25,3.2,1.67,1.25
10007796, , , , , , , , 
10007797,2.6,2.33,1.75,2,3.75,3.6,1.5,1.5
10007798, , , , , , , , 
10007799,3.4,4,1.5,1.5,3.5,3.2,1.67,1.5
10007800, , , , , , , , 
10007801,3,3.33,1.25,1.5,3.25,2.4,1.67,2
10007802, , , , , , , , 
10007803,3.2,3.33,1.5,2,3.5,3.4,1,1.75
10007804, , , , , , , , 
10007805, , , , , , , , 
10007806,3.2,3.33,1.25,1.5, , , , 
10007807,3.6,4,1.75,2.5,3.5,3.8,1.33,1
10007808,2.8,4,1,2,3.25,3.4,1.33,1.25
10007809, , , , ,2,2.4,3.83,1.5
10007810,3.8,4,1.25,1.5,3.25,2.8,1,1.25
10007811,2.4,2.33,1.25,2.5,2.75,2.6,2,1.67
10007812,3,3,1,1,3,2.8,1.67,1.5
10007813,3.4,4,1,2,3.5,3.6,1.67,2.25
10007814,3.2,3.67,1,2,3.25,2.8,1.33,1
10007815,1.8,3,1.25,2,3.25,3,1.17,1.5
10007816, , , , ,3.5,3,2.17,1.5
10007817,2.4,3.33,1.5,3,3,2.8,1.5,1.25
10007818, , , , , , , , 
10007819,3.8,4,1.5,1.5,3.75,3.8,1,1.75
10007820, , , , , , , , 
10007821,2.8,4,2,1,2.75,2.6,1.5,1
10007822,3,2,3.25,2, , , , 
10007823,3.6,3.67,1,1,4,3.8,1.5,1
10007824, , , , , , , , 
10007825,3,4,1,2.5,3.25,3,1.17,1.5
10007826,3.4,3,1.25,1.5,2.25,2.2,3,1.5
10007827,3.2,3.67,1.25,2,3.5,3.4,1.67,1
10007828, , , , ,2.25,2.4,2.67,2.75
10007829,2.8,3.67,2,2,2,2.2,2.5,2.5
10007830,3.2,4,1.25,1.5,2.5,3.4,1,1.25
10007831,3,3.67,1.25,1.5,3.75,3.6,1.33,1
10007832, , , , ,3.5,3,1.5,1.25
10007833, , , , , ,3.25,1.8,2.25
10007834,2.2,3.67,2,2,4,4,1.17,1.75
10007835,2,4,1,2.5,2.5,3.4,2,1.25
10007836,3.8,4,1,1,4,4,1,1
10007837,3,3,1.25,3, , , , 
10007838,2.8,3.33,1.75,2.5,2.5,3,2.33,1.75
10007839,3.4,3,1.25,1.5,2.75,2.8,1.5, 
10007840,3.4,4,2,3,2.75,3,2.17,1.75
10007841,3.2,2.67,1.5,2.5,3,3.2,1.5,1.25
10007842,3.4,3.33,1.75,2.5,4,4,1.17,2
10007843,3,4,1,2, , , , 
10007844,3,3.67,1.25,4,3.75,4,2,1.25
10007845,3.2,3,1.5,1,2.75, ,1.2,1.25
10007846,3.6,4,1,1.5,3,3.4,2.17,1.25
10007847,2.4,3.33,1,2,3.5,3.6,2.17,1.75
10007848, , , , , , , , 
10007849,2.8,4,1.5,1.5,4,3.8,1.17,1.25
10007850,2.8,2.67,1.5,2, , , , 
10007851,3,3.33,1.5,1,3,2.8,1.33,1.5
10007852,2.4,3.67,1.25,2.5,1.5,1.2,3.17,1.75
10007853,3.6,3.33,1,1.5,3.5,3,1.33,1.25
10007854, , , , , , , , 
10007855,2.2,3.67,2.75,2,2,2.2,3.33,2.5
10007856,2.8,3.67,1,2,3.5,3.8,2,1.5
10007857,3.8,4,1,1, , ,1.25,1
10007858,2.2,3.67,2,3.5,3.25,2.2,2.5,1.25
10007859,3.6,4,1.25,2,4,3.4,1.17,1.25
10007860, , , , ,3.67,3,1.33,1.25
10007861,3.8,4,1,1,3,3.2,1.5,1.25
10007862,3.2,3.67,1.75,2,3,3.2,2.33,2
10007863, , , , , , , , 
10007864,3,3.67,1,1.5,3,2.2,1.17,1.5
10007865,3,4,1.75,2,3.75,3.8,1.33,1.25
10007866,3,3.33,1.5,1.5,3.67,3.4,1.5,1.25
10007867,3.4,4,1.5,2,4,4,1.17,1.25
10007868,3.4,4,1.25,2,4,3.8,1.17,1
10007869,3.2,3.67,1.5,1,3.5,3,2,1.25
10007870,3.2,3.33,1.25,1.5,3.5,3.75,1.33,1.25
10007871,2.4,3,1.5,2,2.25,2,2,1.5
10007872,3.4,4,1.25,1,3.75,3.6,1.17,1.5
10007873, , , , , , ,2,1
10007874,2.6,3.67,1.5,2,4,4,1,1.25
10007875,2.8,3,1.75,1.5, , , , 
10007876,2.8,3,1,1, , , , 
10007877, , , , ,3.25,3.8,1.5,1
10007878,2.2,3.33,2,3,2.75,2.8,3.83,1.75
10007879,3,4,1.25,1.5,3,2.8,1.67,1.5
10007880,3,3.33,1.25,2,3,3.6,1.5,1.5
10007881,3.6,4,1.25,1,3.75,3.4,1.5,1.75
10007882,3.6,3.33,1,1.5,4,4,1,1
10007883,3,3.33,2.25,2,3.25,2.4,1.17,1.75
10007884,3.2,4,1,1.5,3.5,3.4,1.67,1
10007885, , , , ,3.25,3.2,1.33,1.25
10007886,2.4,3,1.5,2.5,3.5,2.8,1.67,2
10007887,3,3.33,1.5,3,2,1.8,2.5,2.25
10007888,3.2,4,1.75,1, , , , 
10007889, , , , ,4,4,1.17,1.25
10007890,3.4,4,1,3,2.75,2.4,1.83,1
10007891,4,4,1,1.5,3.75,3.6,1.5,1.75
10007892,2.6,3.33,1.5,1,3.25,2.6,1.33,2.25
10007893, , , , ,1.75,2.4,3.17,1.5
10007894, , , , , , , , 
10007895, , , , ,4,3.6,1,2
10007896,3.6,3,1,1,3.75,3.4,1.17,1.67
10007897, , , , , , , , 
10007898,3,3.67,1.75,1.5,4,4,1,1.25
10007899,3.6,3.67,1.5,1.5, , , , 
10007900, , , , ,3.5,2.8,1.17,2
10007901, , , , ,2,2,3.5,1.25
10007902, , , , , , , , 
10007903,3.2,3.33,1, , , , , 
10007904, , , , , , , , 
10007905, , , , , , , , 
10007906, , , , ,3.5, ,1.33,3.75
10007907,2.8,4,1.25,2.5,4,4,1.5,1.75
10007908,2.8,4,1.5,2.5,3.5,3.6,2.5,1.25
10007909, , , , ,3.75,3.8,1.33,1.25
10007910,2,3,1.25,2.5,3,3,2.17,2
10007911,3,3.67,1.25,1,4,3.6,1.33,1.25
10007912,2.6,2.67,2,2,3.25,3.25,1.83,3.5
10007913,3.6,4,1.75,1.5,3.75,4,1.67,1.25
10007914,3.6,3,1,1,3.75,3.6,1.5,1.5
10007915,3.2,2.67,1.25,1,3.5,4,1,1
10007916,2,2,2.75,3,3.67,3.4,1.67,2.25
10007917, , , , ,3.33,1.8,2.33,1.5
10007918,3.6,3.67,2.25,2,3.25,3,1.5,2
10007919, , , , ,2.25,2.2,2.67,1.75
10007920,2.6,4,2,1.5,3.75,3.4,1.67,1.25
10007921,3,4,1,1.5, , , , 
10007922, , , , ,3,2.6,1.5,1.25
10007923,2.8,3.67,1.5,1,2.75,2.8,2.17,2.25
10007924, , , , , , , , 
10007925,4,1,1,2,2.5,2,2.17,2.25
10007926,2.8,3.33,2.5,1.5,3.25,2.4,1.83,2.25
10007927, , , , , , , , 
10007928,2.8,3.67,1.75,1.5, , , , 
10007929,2.8,3.67,1.25,2,2.75,2.8,1.67,1.25
10007930,3,3.33,1.5,2, , , , 
10007931, , , , , , , , 
10007932, , , , , , , , 
10007933,3,3,1,1.5,3,3.2,3,1.25
10007934,2.4,1.33,1.5,3,2.25,2.4,3.17,2.25
10007935, , , , , , , , 
10007936,2.8,3.33,2.5,2.5,3.75,3.8,1,1
10007937,2.8,2.67,1.75,3, , , , 
10007938, , , , ,3.5,3.4,1.83,1
10007939,1,1.67,2.75,4,1.33,1.6,3.5, 
10007940,3.4,3.33,1.25,1.5,2,1.8,1.83,1
10007941,2.8,2.67,1.5,2,2.5,2.4,2.67,2
10007942,2.8,3.67,1.25,2,3,2.75,2,1.75
10007943,2.6,1.67,1.25,2.5,2.5,1.8,2,1.5
10007944,3.4,3.33,1.25,1.5,3.25,2.4,1.83,1.25
10007945,2.8,3.67,1.25,2,3.75,3.8,1,1
10007946,3,2.67,1.75,1.5,3.75,3.8,1.17,1.5
10007947,3,3.67,1.5,2,3.25,3.2,2,1.25
10007948,3,4,1.5,1.5, ,2.6,1.83,1.25
10007949,3,4,1.25,1.5,4,3.8,1.5,1
10007950,3.4,4,1.25,1.5,4, ,1.33,1
10007951,2.2,3.67,1.5,1.5,3.67,3.5,1,1.5
10007952,3.2,4,1.5,1.5,3.25,3.2,1.5,1.75
10007953, , , , , , , , 
10007954,2.8,4,1.25,1.5,2.75,2.75,1.33,1
10007955,2.6,2.67,2,3, ,3.4,2.17,1.25
10007956, , , , ,3.75,3.6,1.17,1
10007957,2.8,3,1.5,2,2,1.8,2.67,1.75
10007958,3,3.33,1.25,2,4,4,1.17,1.25
10007959,3.6,4,1.75,1,3.5,3.6,2,1.5
10007960, , , , ,4,4,1.17,1.25
10007961,3.8,3.67,1.25,1.5,3.25,2.6,1.83,2
10007962,1.8,2,1.5,3, , , , 
10007963, , , , ,4,4,1.67,1.25
10007964, , , , ,3.33, ,2,1.67
10007965,3.2,3.67,1.25,2,3.75,4,1.67,1
10007966,3.2,3.33,1.5,1,2.25,2.75,2.67,1.25
10007967,4,3.67,1.75,1.5,3.75,3.4,1,1.25
10007968, , , , ,1.75,2,3,1.25
10007969, , , , , , , , 
10007970,2.4,3,1.5,1.5,4,4,1,1.25
10007971, , , , ,3.75,3.2,1.17,1
10007972,3.6,4,1,2,2.25,2,2,2
10007973,3,4,1.25,1.5,3.75,4,1,1.5
10007974, , , , , , , , 
10007975, , , , ,3.25,3.2,2,1.5
10007976, , , , ,2.5,2.2,1.83,1.5
10007977, , , , , , , , 
10007978,2.8,3.33,2,2,3,3,1.33,1.25
10007979,2.4,2.33,1.75,3,3,3.2,1.67,1.5
10007980,3.6,3,1.25,1.5,3.5,3,1.2,1.5
10007981,3.4,3.33,1.25,2.5,3.75,3.2,1.5,2
10007982, , , , , , , , 
10007983,2.2,2.33,2,2.5,3.5,2.4,2.17,1.75
10007984,3.6,3,1.25,1,4,3.8,2.17,1.25
10007985,2.6,4,1.75,1,3.5,3.4,1.5,1.25
10007986,3,2.67,2,1.5,4,4,1.5,1.25
10007987,2.6,3.33,1.75,3,3.5,3.8,1.17,1
10007988,3.4,4,1,3,2.5,2.4,2,1
10007989, , , , ,2.5,2.2,2.33,1
10007990,2.8,4,1.75,2,2.25,2.8,1.17,1.5
10007991,2,2.67,1.25,2.5, , , , 
10007992,2.8,3.67,1,2,2.5,3,1.67,1.5
10007993, , , , , , , , 
10007994,2.8,3.33,1.75,2,3.67,3.8,1.83,1.25
10007995,3,4,1.25,1.5,3.25,3.4,1.17,1.5
10007996,3.6,4,1,2,4,2.8,1.17,1
10007997,2.2,2,2.5,2.5,2,1.4,2.83,3
10007998, , , , ,2.75,2.4,1.83, 
10007999,3.8,3.67,1.25,1, , , , 
10008000,3,4,1.5,1.5, , , , 
10008001,3.2,4,1.25,2,3.5,4,1.17,1.25
10008002,2.8,4,1.25,3, , , , 
10008003,2.8,3.67,1.25,2,3.5,3.8,1,1.5
10008004, , , , , , , , 
10008005,3.8,3.67,1,1.5,3,2.8,1.5,1.25
10008006, , , , , , , , 
10008007, , , , , , , , 
10008008, , , , , , , , 
10008009, , , , ,3.5,3.4,1.5,1.75
10008010, , , , , , , , 
10008011, , , , , , , , 
10008012, , , , , , , , 
10008013,3.4,3.67,1.25,1.5,3.25,3.2,1.33,2
10008014,3.4,4,1.25,1,3.75,3.8,1.17,1.25
10008015, , , , , , , , 
10008016,3.2,3,1.25,1.5,3.5,2.8,1.17,1.5
10008017,2.8,4,2,2,4,3.8,1.17,1.25
10008018, , , , , , , , 
10008019,4,3.67,1.5,2.5,3,2.4,2.17,2
10008020,3,2.67,1.25,2,2.5,2.4,2.5,1
10008021, , , , , , , , 
10008022, , , , , , , , 
10008023,3.2,3,1.25,2, , , , 
10008024,3,3.33,1.25,2.5,2.75,3.2,2.33,2
10008025, , , , ,1.75,1.6,3.83,1.5
10008026, , , , ,2.25,2.6,2.5,1.75
10008027,2.6,4,1.25,2,3.5,3.8,1.67,1.5
10008028, , , , , , , , 
10008029,3.2,3,1.5,1,3,3.2,1.67,1.25
10008030,2.2,2.33,2.5,1.5,3.5,2.8,1.67,1.25
10008031, , , , , , , , 
10008032,2.8,2,1.75,1,3.25, ,1.5,1.33
10008033,3,4,1.25,2.5,3.25,4,1.67,2.25
10008034, , , , , , , , 
10008035,3.2,3.33,1.25,3,3.75,3.6,1,1
10008036,3.6,3,1.25,1.5,3.67,3.5,1.17,1.75
10008037,3.2,4,1,1, , , , 
10008038, , , , ,3.75,3.4,1.17,1.25
10008039,3,4,1.25,2.5, , , , 
10008040, , , , , , , , 
10008041,2.6,4,1.25,2,3.5,4,1.67,1
10008042,3,3.67,1.25,2,3.67,2.8, ,2
10008043, , , , , , , , 
10008044,2.8,3.33,1.25,1.5,3.5,3.8,1.17,1.5
10008045,3,3.33,1.5,1.5,3.25,2.8,2,1.25
10008046,3.6,3.67,1.5,1.5,4,4,1.17,1.25
10008047,3,3.67,1,2,3.5,3.4,1.33,1
10008048,2.8,3.33,1.75,1.5,3.25,2.8,1.17,1.75
10008049,2.6,2.33,1.5,1,1,1.2,3.67,3
10008050,3.2,4,1,2,3,4,1.5,1
10008051,3.4,4,1.25,2,3.5,3.8,1,1.25
10008052, , , , , , , , 
10008053, , , , ,2.5,3,2.67,1.75
