CHILDID,X4PRNCON,X4PRNSOC,X4PRNSAD,X4PRNIMP,X4TCHCON,X4TCHPER,X4TCHEXT,X4TCHINT
10006961,3.4,2.33,1.5,2,3,3,1.17,1.25
10006962,3.2,3.33,1.25,2.5,2.25,2.6,2.33,1.5
10006963,2.8,4,1.75,2, , , , 
10006964, , , , , , , , 
10006965,3,3.67,1.25,2,2,2.2,2.5,1
10006966,3,2.67,1.5,2,2,2.2,3.33,1.75
10006967, , , , , , , , 
10006968,3.8,3,1,1,3.75,4,1.5,1
10006969,2.6,2,1.75,3,3,2.8,2.5,2.25
10006970,3.8,3.67,1.5,1.5,2.5,2.8,1.67,1.75
10006971,3.8,3.67,1.25,1,3.25,2.6,1.83,1.75
10006972, , , , ,2.75,2.6,1.5,1.5
10006973,4,3.67,1.25,1,3.25,2.8,1.33,2.75
10006974,2.8,3,1.75,2,3.5,2.8,1.67,2
10006975, , , , ,2,2.2,2.83,2
10006976,3.2,3.67,2,2,4,3.8,1.5,1.25
10006977,3,3.67,1.25,2,3.25,2.8,1.67,1.5
10006978, , , , , , , , 
10006979,2.6,3.67,1.25,1.5,3.25,3,2,1.75
10006980, , , , ,3.5,3.4,1.83,1.75
10006981, , , , ,3.75,4,1.5,1.25
10006982,3.8,2.67,1.25,2,3.25,3.6,1.5,3
10006983,3.8,3.67,1.33,1,3.25,2.4,1.5,2
10006984, , , , ,3,3,2,1.5
10006985,3.4,3,1.25,1,3.5,3.4,1.83,1.75
10006986,3.8,4,1.25,1.5,4,4,1.33,1.25
10006987,2.8,3,1.25,1.5,3.5,3.5,1.17,1.5
10006988,2.6,3.33,1,2.5,2.75,1.8,3.17,1
10006989,2,3.33,1.5,2,4,4,1.83,1.25
10006990,3,3,1,1,2.25,2.8,2,2
10006991,3.6,4,1,1.5,3.25,2.6,1,1
10006992,3.2,4,1.25,2,3,2.4,1.5,1.25
10006993,2.8,2.33,2.33,1.5,2,2,2.5,2
10006994,2.4,3,2.25,3,3.25,3.6,1.83,1.5
10006995, , , , ,2.5,2.4,2.67,2.25
10006996,3.4,2.67,1.75,1,3.67,3.2,1.83,1
10006997,3.2,4,1.5,2,3.5,4,1.33,1.25
10006998,3.2,4,1.25,1.5,3.25,3.2,1.17,1
10006999,2.8,2.67,1,2.5, , , , 
10007000,3,3.33,1.5,1,3,2.4,1.5,2
10007001,3,3.67,1.25,1.5,3,2.8,1.5,1
10007002, , , , ,3.75,4,1.5,2
10007003,2.2,2.67,1.25,2.5,2.75,2.4,2.5,1
10007004,3,3.33,1.75,1.5,2,2.8,2,2
10007005,3.6,4,1,1,4,3.6,1.17,1.25
10007006,1.8,3.33,1.25,3,3,3,2.33,1.75
10007007, , , , ,2,1.75,3,2
10007008,2.8,3.67,1.25,2.5,3.25,3,1.83,1.5
10007009,2.6,3,1.75,2.5,3.25,3.2,1.67,1.25
10007010, , , , ,2.25,2.8,2.33,3.75
10007011,3,4,1.25,1.5,3.25,2.8,1.5,1
10007012,3.4,2.33,2.25,2.5,2,2.2,2.5,1.25
10007013,2.8,2.67,1.75,2.5,3,3,1.33,1
10007014,2.6,2.67,1.5,1.5,2.25,2.2,1.83,2
10007015,3.2,4,1.5,1,3.75,3.6,1.17,1.25
10007016,3.4,4,1.25,2,3.5,3.2,1.33,1.5
10007017, , , , , , , , 
10007018,3.2,2.67,1.67,2.5, , , , 
10007019,3.4,3.67,1.5,1.5,2.75,3,1.17,1.75
10007020,2.4,4,1.25,2,3.25,3.6,1.67,1
10007021,2,3,1.5,1.5,3.33,2.4,1.5,1.25
10007022,2.2,4,1.25,1.5,3.75,4,1.17,1.25
10007023,2.4,2.67,1,1.5,4,4,1.67,2.25
10007024,2.2,4,2.25,2,3.25,2.8,2,1.75
10007025,2.8,4,1.5,1.5, , , , 
10007026, , , , , , , , 
10007027,2.2,2.67,1.75,2.5,2.25,2.8,2.33,1
10007028,3.4,4,1.25,1,3.5,3.4,1.17,1.5
10007029,2.6,3.67,1.75,2.5,2.25,2.5,2.17, 
10007030,3.6,3.67,1.5,3, , , , 
10007031,3.4,3.67,1.5,1.5,3.75,4,1.5,1.67
10007032,2.8,3.33,1,1.5,3.75,2.8,1.17,2
10007033,2.8,4,1.25,2,3.5,3.2,1.67,1.25
10007034,2.2,3.67,1.25,2, , , , 
10007035,3.6,3.67,1.25,1.5,3.5,3.8,1.17,1
10007036, , , , , , , , 
10007037,3.2,3.33,1.75,1,3.5,3.8,1,1.75
10007038,2.8,4,1.25,1,3.67,3.6,1.33,2
10007039, , , , , , , , 
10007040,2.8,3,1.25,1.5,3.25,3.6,2,1.5
10007041,3.2,3,1.5,2,4,4,1,1
10007042, , , , , , , , 
10007043,2.8,4,1.5,1.5,4,4,1,1
10007044,2.6,3,1.75,2,3,3,1.67,1.75
10007045,3,3.67,1.25,1.5, , , , 
10007046,3.4,3.67,1.75,1,2,2,4,2.75
10007047, , , , ,3.25,2.8,2.33,2
10007048,2.4,3.33,1.5,1.5,3.25,3.6,1.8,1.5
10007049,3,3.67,1.5,2,3.5,3.2,1.17,1.25
10007050,3.4,3.33,1.5,1, , , , 
10007051, , , , ,4,3.4,1.17,1
10007052, , , , ,3.5,3.2,1.33,1
10007053,3,4,1.5,1.5,3.67,3.8,1.17,1.25
10007054, , , , , , , , 
10007055,2,3.67,1.5,1.5,3.5,3.4,1.67,1
10007056,2.4,3.33,2.25,2, , , , 
10007057,2.6,3.33,1.25,1.5, , , , 
10007058,3,3,1.25,2,3.33,3.4,1.67,1.25
10007059,3.4,4,1,1.5, , , , 
10007060,3,3,2, ,3.25,3.6,1.17,1.25
10007061, , , , ,3,2.8,1.17,1.75
10007062, , , , , , , , 
10007063,3,3.67,1.25,2,3.5,3.2,1,1
10007064,2,4,1.25,1.5,3.25,3,1,2
10007065, , , , ,3.75,3,1,1
10007066,2.6,4,2.5,2.5,2.75,3.6,2.5,1
10007067,3.2,4,1.25,1,2.25,2.8,2.67,1
10007068,3.4,3,1.25,2.5,1.75,1,1,1
10007069, , , , , , , , 
10007070, , , , , , , , 
10007071, , , , , , , , 
10007072,3.4,3.33,1.25,2,3.5,2.8,1.17,2.5
10007073, , , , ,3,3,3,3
10007074,3,4,1.25,3.5, , , , 
10007075,3,3.67,1.25,2,4,4,1,1.25
10007076, , , , ,3.67,3.75,1,1
10007077, , , , ,3.25,2.6,1.83,1
10007078,2.8,4,1.5,1.5, ,3.6,1.33,1.25
10007079,3.4,3,1.5,2.5,3.5,3.8,1.33,2
10007080,3.2,3.67,1.25,1.5,3.25,2.8,1.33,1.75
10007081, , , , , , , , 
10007082,3.4,3.67,1.5,1.5,3.75,3.6,1.17,1
10007083, , , , , , , , 
10007084,3.4,4,1.5,4,2.5,2.2,2.67,1
10007085,1.6,3.67,1.5,1.5,4,3.2,1.17,2
10007086,3,3.67,1.25,2,3.5,3.4,1.5,1.5
10007087,3,4,1.25,1,2.75,2.6,2, 
10007088, , , , ,3.75,3.8,1.17,1.25
10007089,3.6,3,1,1.5,3.5,2.8,1.17,1.25
10007090,2.2,3,1.5,2, , , , 
10007091, , , , , , , , 
10007092,3,4,1.5,3, , , , 
10007093,2.8,4,1.5,1.5,4,4,1.5,1.75
10007094,1.8,2.33,2.25,2,2.75,3,2.5,1.75
10007095, , , , , , , , 
10007096,2.8,3.67,1.5,2.5,4,3.4,1.17,1
10007097, , , , , , , , 
10007098, , , , , , , , 
10007099, , , , , , , , 
10007100,3.2,2.67,2,1.5,2.5,2.4,2,2
10007101,3.4,2.67,2,2.5, , , , 
10007102,2.8,4,1.75,2,3,3,2.17,1.25
10007103,2.6,3.33,1.5,1, , , , 
10007104, , , , , , , , 
10007105,3,4,2,2,3.75,3.8,1.33,1.25
10007106,2.8,4,1.25,2, , , , 
10007107, , , , , , , , 
10007108, , , , , , , , 
10007109,3,2.33,1.5,1.5,3.25,3.6,1.83,1.25
10007110,3.6,3,1.5,1,3.5,2.8,1.33,1.75
10007111, , , , ,2.5,2.6,2.17,1.5
10007112,3,3.33,1.25,1.5, , , , 
10007113,4,3.67,1,1,2.75,1.4,1,2
10007114,2.8,3.67,1,1.5,3.75,3.4,3,1.5
10007115,2.8,3.67,1.5,3,3,3.6,1.67,1.25
10007116,4,2,1,1, , , , 
10007117,2.8,3.67,1.5,1.5,3.25,3.4,1.33,1.25
10007118,3.8,4,1.25,1.5,3,2.8,1.33,1.5
10007119,3.6,4,1.5,1.5,3,3.4,1.5,1.75
10007120, , , , ,3.75,3.6,1.17,2
10007121,3,3.67,2,3,3,2.8,2.17,2
10007122,3,3,2,2,4,4,1.17,1.5
10007123, , , , ,4,4,1.17,1
10007124, , , , ,3.5,3.2,2,2
10007125,3.6,4,1.5,1,3.75,3.75,1,1.75
10007126,3.6,4,1,1,3.25,3.25,1.67,1.75
10007127,3.4,3.67,2.25,1.5,4,4,1,1
10007128,3,3,1.25,1.5,3,2.8,1.83,1.25
10007129, , , , ,3,2.6,1,2.25
10007130,3.4,2,1.25,1,3.75,4,1.5,1.75
10007131,3,4,1.25,1,3.5,4,1.67,1.5
10007132,3.6,3.67,1.5,1.5,3.67,3.6,1.67,1.25
10007133,2.8,4,2,2,3.5,3.6,1.17,1.25
10007134,3.6,3.33,1.25,1.5,3.75,3.2,1.17,2.25
10007135, , , , ,2.75,2.8,1.67,2.25
10007136, , , , , , , , 
10007137,3.4,4,1.25,1.5,3.75,3.8,1.5,1.5
10007138, , , , ,3,3,1.83,1
10007139,2.8,3,1.25,2,3,2.8,1,1
10007140, , , , , , , , 
10007141,2.6,2,1,2, , , , 
10007142,3.2,2.67,1.25,1,3.5,3.2,1.5,1.25
10007143, , , , , , , , 
10007144, , , , , , , , 
10007145,3.4,3,1.5,1.5, , , , 
10007146,2.6,3.33,1,3.5, , , , 
10007147, , , , , , , , 
10007148, , , , , , , , 
10007149,3.6,4,1.5,2.5,3,2,2.33,1.25
10007150,3.4,3.67,1.25,1,3,2.6,1.5,1.25
10007151,3,3.67,1,1,3,3,1.83,2.5
10007152,2.6,3.67,1,1.5,3.25,2,1.17,2
10007153, , , , , , , , 
10007154, , , , ,3.25,3.5,1.5,1.75
10007155, , , , , , , , 
10007156,2.8,4,1,2,3.5,3.4,1.5,1.25
10007157, , , , , , , , 
10007158,3,3.33,1.25,1,2.75,2.6,2,1.75
10007159,3.4,2,1.25,1,4,4,1.17,1
10007160,2.8,3.33,2.25,2,2.25,2.2,2.83,3
10007161,2,2.67,3,2,2,2.2,2.17,3.75
10007162,2.6,3.67,1.5,2.5, , , , 
10007163, , , , ,3.5,3.2,1.67,1.25
10007164, , , , ,1.75,1.8,3.67,2
10007165,3,3.33,1.75,1.5, , , , 
10007166,2.6,3,1.75,2.5,2.25,2.2,2.5,1.5
10007167,3.2,3.33,1.75,2,3.25,2.8,1.17,1.25
10007168,3.4,4,1.25,2,3.5,3.4,2.17,1.5
10007169,3,3.33,1.75,2.5,2.75,2.8,2,1.5
10007170, , , , ,2.75,2.8,2,2
10007171,3,4,1,1.5,3.25,3.8,1.5,1
10007172,3.8,3.67,1.25,1,3,3,1.33,1.75
10007173, , , , , , , , 
10007174,3.2,4,1.75,2,3.75,4,1.33,1.5
10007175,1.8,3,1.25,4, , , , 
10007176,3,4,1.25,2,3.5,3,1.5,1.25
10007177,2.8,4,1.75,2.5,2.75,2.6,2.5,1.25
10007178,3.6,4,1.5,2,2.25,2.2,3.17,2
10007179,2.8,4,1.25,2, ,3.8,1,1
10007180, , , , ,4,4,1.17,1.25
10007181,2.8,3.67,2,2,4,4,1.17,1.25
10007182,3.2,3.67,1.5,1.5,3.25,3,1.33,1
10007183, , , , , , , , 
10007184,3,4,2,2,3.5,3.6,2,1
10007185,2.6,3,1.25,1.5,4, ,1.5,1.25
10007186,3.4,3.33,1,1,2,1.8,2.83,2.25
10007187, , , , , , , , 
10007188,3,4,1.25,2,4,4,1.33,1.25
10007189,2.8,4,1.75,2,3.75,3.8,1.5,1.25
10007190,3.2,4,1.25,1.5,2.75,2.6,2.67,1.25
10007191,3.4,4,1.25,2,3.75,3.6,1.67,1.5
10007192, , , , , , , , 
10007193,4,4,1,1,4,3.8,1.33,1.25
10007194,3.6,4,1.25,2,3.75,3.4,1,1.25
10007195, , , , , , , , 
10007196,3.2,3.67,1.25,1.5,3.5,3.8,2,1.5
10007197,3,3.67,1.25,1.5,3.25,3.8,1.67,1
10007198, , , , , , , , 
10007199,2.8,3,2,2.5,2,2.2,2.33,1
10007200, , , , ,2.25,2.2,3.2,1.67
10007201,3,3.33,2,1.5,3.25,3.2,1.83,1.75
10007202,3,4,1.25,1.5,3.33,3.2,1.17,1.25
10007203,3,4,1.25,2.5,3.67,3.4,1.17,1.25
10007204, , , , , , , , 
10007205,2.8,4,1.25,2,4,4,1,1.25
10007206,2.8,4,1.25,2,3.5,3.6,1.67,2.25
10007207,3,4,1.5,2,2.5,2.6,2.67,1.5
10007208, , , , , , , , 
10007209, , , , ,4,3.8,1,1.25
10007210,3,3.33,1.75,2.5,4,3.8,1.33,1.75
10007211,3,3.33,1,2,3.5,3.6,1.83,1.25
10007212,3,4,1,3,2.5,2.6,1.83,1.25
10007213, , , , ,4,3.8,1.17,1
10007214,3,3.67,1.25,1.5,3.75,3.8,1.67,2
10007215,3,4,1,1,3.75,4,1.17,1
10007216,3.4,3.33,2,2,3.5,3.2,1.17,2
10007217,3.6,4,1.5,2.5,3,4,1.17,1.25
10007218,2.8,2,2,2,3.5,2.8,1.33,1
10007219,3,3.33,1.5,2,4,3.8,1,2
10007220, , , , ,2.5,2,1.67,1
10007221,3.2,4,1.25,1.5,3.25,3.8,1.17,1.5
10007222,3,3,1.5,2,3.75,3.8,1.33,1
10007223,3.6,3.33,1.75,2,2.75,2.4,1.6,1.25
10007224, , , , , , , , 
10007225, ,3.33, , , , , , 
10007226, , , , , , , , 
10007227, , , , , , , , 
10007228,2.4,4,1.5,2.5,2.5,2.25,2,1.67
10007229, , , , , , , , 
10007230,2.2,4,1.25,3, , , , 
10007231,2.2,3,2.25,4,2.5,1.8,2.83,2.75
10007232,3,3,1.25,2,2.75,3,2.33,1.5
10007233, , , , , , , , 
10007234, , , , ,3,3,1,1
10007235,3.2,4,1.25,2,4,4,1.33,1
10007236,2.4,4,1.75,3,3.5,4,1.33,1.25
10007237,3.2,2.67,1,1.5,3,2.4,1,2.5
10007238,2.4,4,1.75,2.5,2.33,2,2.83,1.5
10007239, , , , , , , , 
10007240,3,3.67,1.25,1.5, , , , 
10007241, , , , ,3.33,2.4,1,1.67
10007242,2.4,2,1.5,1,4,3.8,1.67,1.25
10007243, , , , , , , , 
10007244, , , , ,2.25,2.4,2.5,3.25
10007245,3.8,3.33,1.5,1.5,2.5,2.6,1.17,1
10007246, , , , , , , , 
10007247,3.2,2.33,1,2,3.75,3.2,2.17,1.75
10007248, , , , , , , , 
10007249,2.6,2,1,2, , , , 
10007250,2.8,2.67,2,2,3,2.2,2.4,1.75
10007251, , , , ,3.25,2.8,1,2
10007252,3.2,2.67,2,2,4,3.5,1,2
10007253, , , , ,2,2.2,3.33,2
10007254, , , , , , , , 
10007255, , , , ,3.75,3.8,1.33,1.5
10007256, , , , ,2.75,2.4,3.17,2.75
10007257,2.8,2.67,1.67,2,2,2,2,1.25
10007258, , , , , , , , 
10007259, , , , ,2.5,3,1.33,1.5
10007260,3.4,4,1.75,1.5,3.75,3.2,1.33,1.5
10007261,3.6,4,1.5,2,2,2.2,2,1.5
10007262,2.8,3.33,2.25,1.5,2.25,2.2,1.83,2.75
10007263,3.2,3.67,2, , , , , 
10007264,2.6,3,1,1, ,3.8,1.2,1.25
10007265, , , , , , , , 
10007266,3.2,3,1.25,1.5,2,2.2,2.5,2.5
10007267, , , , , , , , 
10007268,3.2,2.33,2,1.5,3.75,3,1.33,1.75
10007269,3,3.33,1.25,2.5,3,2.4,2,1
10007270,3.2,3.67,1.25,1.5,3.75,3,2.5,1
10007271,2.4,3.33,2.25,3.5,2,2,2.83,3
10007272,3.2,3.33,1.25,1,4,4,1.5,1.75
10007273,3.2,4,1.5,1.5,3.25,3.6,1.17,1.25
10007274, , , , , , , , 
10007275,3.6,4,1,1,4,4,1,1.75
10007276,2.8,3.67,1.75,1.5,3.5,3.4,2,1.75
10007277,3.2,3.67,1.5,2,4,4,1.5,1.25
10007278,4,4,1,1,3,2.8,1,1.5
10007279,3,3.67,1.25,1, , , , 
10007280, , , , , , , , 
10007281,1.8,3.67,2.25,3, ,3.8,2.2,1.25
10007282,2.6,3.33,1,2,2.33,2.6,2.67,1.75
10007283, , , , , , , , 
10007284,2.8,4,1.75,1.5, ,3.2, ,1
10007285, , , , , , , , 
10007286, , , , , , , , 
10007287, , , , , , , , 
10007288,3.6,3,1.5,2.5,3.5,2.8,1.83,1
10007289, , , , , , , , 
10007290,3,3.67,1.25,1,3,3.2,1.83,1.25
10007291,2.8,3,2,2,2.5,4,1.33,1
10007292,3.4,3.33,1.25,2,3.75,3.8,1,1.5
10007293,3,4,2.25,1.5,3.25,3,1.83,1.75
10007294,3.2,2.67,1.75,1.5,3,2.4,2.83,3
10007295,3.6,4,1.75,1.5,3.75,2.2,1.5,3.25
10007296, , , , ,3.5,3.4,1.5,1.5
10007297,4,3.33,1.25,1, , , , 
10007298, , , , ,3.33,3,1,1.33
10007299,3.2,3.67,1.5,2,3.75,3.8,1.5,1
10007300,3.4,4,1,3.5, , , , 
10007301, , , , ,3.75,3.4,1.67,1.5
10007302,2.3,2.67,2,1,2.25,2,2.17,2
10007303,3.6,3.33,1.25,1.5,3.25,3.4,1,1.75
10007304,3.4,3.33,1.5,2,3,2.6,1.17,1
10007305, , , , ,3.25,3.6,2,1.75
10007306,3,3,2,2,4,3.75,1.17,1.25
10007307,3,3.33,1,1, , , , 
10007308,3,4,1.25,1.5,4,4,1.33,1.25
10007309,3.2,3.33,1.5,1.5,2.75,2,2,2.25
10007310,3.2,4,1.25,1.5,2.75,3,1.5,1.75
10007311, , , , ,2.25,2.6,2,1.75
10007312, , , , , , , , 
10007313, , , , , , , , 
10007314,2.6,4,1.25,1, , , , 
10007315, , , , , , , , 
10007316, , , , ,3,3.2,1.83,1.5
10007317,2.8,3.67,1.5,2,3,3,1.5,1
10007318, , , , , , , , 
10007319, , , , , , , , 
10007320, , , , , , , , 
10007321,2.8,3,1.25,2.5,2,2.2,2,2
10007322, , , , ,2.25,2,2,1.5
10007323, , , , ,3.5,3,1.67,1.5
10007324,3.4,4,1,1.5,3.67,3.6,1.5,1
10007325,3,3.67,2,1, , , , 
10007326,2.6,3,1.75,2.5,2,2,2.33,1.25
10007327, , , , ,3.75,4,1.17,1.25
10007328, , , , ,4,3.6,1.5,1.75
10007329, , , , ,2.75,2.8,1.5,2.25
10007330, , , , , , , , 
10007331,2.6,3,1.75,1.5,3.5,3.2,1,2
10007332,3,4,1.75,2,2.25,2.6,2,1.25
10007333,2.8,4,1.5,2.5,3,2.4,1.83,2.25
10007334, , , , ,2.25,3,2,2
10007335,3,3.33,1.25,2,2.5,2.4,2,1.25
10007336, , , , ,4,4,1.33,1.5
10007337,3,3.33,1.75,2.5,3.5,3.4,2,1.25
10007338,2.2,3,1,2.5,2.75,2.4,2,2.25
10007339,2.8,3,1,2.5,2.25,2.2,2,1
10007340,2.6,2.33,1,2,2.75,2.2,2.17,1.25
10007341,2.2,3.33,2,3.5,2.5,2.75,3.17,1.5
10007342,3,3.67,1,2.5,3,2.6,1.67,1.25
10007343,2,4,1.75,1.5,3.25,4,1.5,1
10007344,2.6,3,1,1,2,1.6,2.83,2
10007345,3,3.67,1,3,3.5,3.4,1.5,1.75
10007346, , , , , , , , 
10007347,3.2,2.67,1.75,2,2.75,2.8,2.33,1
10007348,3.4,3.33,1.25,2,3,3,2,1.25
10007349,3,4,1.5,1.5, , , , 
10007350,3.6,4,1.75,2,3.5,4,1.5,1.75
10007351,2.8,3,2,2, ,3.4,1.83,1.5
10007352, , , , , , , , 
10007353, , , , ,2.75,3.4,2,2
10007354,3.8,4,1,1, ,4,1.17,1.25
10007355,3.2,3.33,1.25,1.5, , , , 
10007356, , , , , , , , 
10007357, , , , , , , , 
10007358,2.8,3.33,1.75,1.5,3.25,3.4,1.5,1.5
10007359,3.6,3.67,1,1.5,3.5,3.6,1.83,2
10007360,2.8,3,1.75,2, ,2.6,1.17,1
10007361, , , , , , , , 
10007362, , , , , , , , 
10007363,3.6,3.33,1.25,2,3.5,3.2,1.17,1
10007364, , , , , , , , 
10007365,2.4,3,1.25,1,3.33,3.8,1.17,2
10007366,2.8,4,1,1,4,4,1.33,1
10007367,2.8,3.67,1.5,1.5,3,2.8,1.67,1.25
10007368,2.2,3.67,1.75,3.5,2.25,2.6,2,1.25
10007369,2.6,3.67,1.25,3,3.5,2.8,2.5,2
10007370, , , , ,3.33,2.8,2.2,1.25
10007371,3.6,2.67,1.25,1.5,3.5,2.6,2,1.33
10007372,4,4,1,1, , , , 
10007373,3.4,3,1.5,1.5,4,4,1.17,1.5
10007374,3,3.67,1.75,2,2.25,2.2,3,2
10007375, , , , , , , , 
10007376,3.6,2,1,1,3.5,3.2,1,1
10007377,2.8,3.33,2,2,3,2.8,1.5,1.75
10007378, , , , ,3.5,3,1.17,1.75
10007379, , , , ,4,4,1.17,1.25
10007380,3,3.33,1.25,2,4,3.2,1,1
10007381,2.6,4,2,2,3.67,4,1.17,1
10007382, , , , , , , , 
10007383, , , , , , , , 
10007384,2.6,3.33,1.75,2.5,3.67,2.6,1.33,2.5
10007385,2.6,3.33,1.5,1,3.75,3.2,1,1.5
10007386, , , , ,3.25,3.2,1.67,1
10007387,3,4,1.25,1.5,4,4,1.17,1
10007388,3.4,3.33,1.75,2,3.5,3.6,1.83,2
10007389,2.8,4,1.5,2,3.67,3.8,1.4,1
10007390, , , , , , , , 
10007391, , , , ,4,4,1,1.25
10007392,2,4,2,3,3.5,3.4,1.5,1.75
10007393,3.2,3.67,2,2,3.5,3,1.5,1.75
10007394,3,3.67,1.75,1.5,4,4,1,1
10007395, , , , ,2.75,2.4,1.83,1.75
10007396,3,3.33,1.25,3,2,1.8,2,2
10007397,3.2,4,1.25,1,3.25,3.8,1.67,1
10007398,4,3.33,1.25, ,3.75,3.8,2,1.5
10007399,3.6,3.33,1.5,1,3.75,3,1.67,2
10007400,2.4,3.33,1.25,2, , , , 
10007401, , , , , , , , 
10007402,3.4,4,1.5,1.5,2.5,2.2,1.83,1.25
10007403,2.6,2,2,3,3,2.75,1.5,1.75
10007404,2.8,3.33,2,1.5,3.75,3.6,1.17,1.25
10007405, , , , , , , , 
10007406,3.8,3.33,1,4,2.25,2.6,1.5,1
10007407,2.4,3.67,1.25,2,3.25,3,1.67,1
10007408,3,4,1.25,2, , , , 
10007409,2.8,3,2,2,2.75,3,2,2
10007410,3.2,3.67,1.25,1.5,3,2.8,2.17,2
10007411,2.8,3.67,1.25,3,2.33,3,2,1
10007412,2.8,2,1.25,1,3.25,3.2,1.17,2
10007413, , , , , , , , 
10007414,3,3.33,1,2,3.75,3.4,1.67,1
10007415,3.6,4,1,1,3.5,3.6,1.33,1
10007416, , , , , , , , 
10007417,3,4,1.5,2,4,3.8,1,1.25
10007418, , , , , , , , 
10007419,2.4,4,1.25,2,3.25,3,1.67,1.25
10007420,3.6,4,1.25,1.5, ,3.6,1.17,1.5
10007421, , , , ,2,2,4,3
10007422, , , , , , , , 
10007423,2.8,2,1.5,2,3, ,1.67,1.5
10007424, , , , , , , , 
10007425,3.4,3.67,1.5,1.5,2.75,2.6,2.17,1.25
10007426,3.2,3.67,1.25,1.5,3,3.4,2,1.33
10007427,1.8,3,1.25,2,2.75,2.4,3,1.25
10007428, , , , , , , , 
10007429, , , , , , , , 
10007430, , , , , , , , 
10007431,3.4,3.67,1,2.5,3.5,4,1.83,1.25
10007432,2.4,3,1.75,2.5, , , , 
10007433,3.2,3.67,1.25,2,4,3.8,1,1
10007434,2.8,3.33,1.25,2, , , , 
10007435,2.6,2.33,1.5,2,3.5,2.5,1.5,1
10007436,3.2,3.33,1,1.5,3.75,4,1.17,1.5
10007437,3.2,3.67,1.5,2,3,2.4,1.83,1.33
10007438,3,3,1,1,4,4,1,1.25
10007439,3.6,3.33,1.5,1,2.75,2.5,1.8,1
10007440,3.6,2.67,1.25,1,2.75,2.2,1,1.5
10007441,3,2.67,2,1,4,4,1,1
10007442,2.8,2.33,1.5,1.5,3.5,3.6,1.33,1
10007443,2.6,2.33,2,2,2.5,2.2,1.67,1.75
10007444,2.8,4,1.75,3,3.75,4,2.17,1.25
10007445,2.8,4,2,2.5,4,3.8,2.33,1
10007446,2.6,4,1.25,1.5,2.25,2.2,2.33,1.75
10007447,3,3,1.75,2,3,3,1.33,1.25
10007448,3,4,1.25,1.5,4,3.4,1,1.75
10007449,2.6,3,1,2,2.25,2.2,2.17,2.25
10007450, , , , ,3,2.75,1.83,1.25
10007451,2.8,3.67,1.25,2,2.75,2.6,2.5,2.25
10007452,3,4,1.5,1.5, , , , 
10007453,3.4,3.33,2,1.5,2.75,3,2,2
10007454,3.4,3,2,1.5,3.5,3.4,1,1.5
10007455, , , , , , , , 
10007456,3,4,1.5,2,4,4,1,2
10007457,3.2,4,1.25,1, ,3.2,1,1.25
10007458, , , , , , , , 
10007459,3,4,1,1.5, , , , 
10007460,2.6,3.67,1.5,2.5,3.75,3.4,1.17,1
10007461, , , , , , , , 
10007462,3,3.67,2.25,2.5,2.25,2.2,3.17,1.25
10007463, , , , ,3,2.8,1.83,1.25
10007464, , , , , , , , 
10007465, , , , , , , , 
10007466, , , , , , , , 
10007467,2.8,4,1,1,3.25,3.2,1.5,1
10007468,1.6,4,2.25,2.5, , , , 
10007469,2,3,1.75,3,2.25,1.8,3.17,2
10007470, , , , , , , , 
10007471,3,3.67,2,2.5,2,2.4,2.5,1.5
10007472,3.4,2.33,1.25,1.5, , , , 
10007473,3,3.67,1.75,1.5,2.25,2,2,1.25
10007474,3.4,4,1.75,2, ,4,1.33,1.25
10007475,2.8,4,1.5,2,2,2.25,3,1.25
10007476, , , , ,3,2.8,2,1.75
10007477, , , , ,3,2.8,2.17,2.25
10007478, , , , ,3,2.5,1,1.75
10007479,3,2,1.5,4,3.5,3.2,1,1
10007480, , , , , , , , 
10007481, , , , ,2.5,2.4,3.5,2.25
10007482,4,4,1.25,2,3.75,4,1.17,1
10007483,3.4,4,1,1.5,3,3,2.17,1.25
10007484, , , , ,3.25,3.6,1.83,1.25
10007485,2.8,4,2,2.5,3,3,1.33,2
10007486,2.8,3.33,1.5,1,4,3.8,1.17,1
10007487,3,3,1.67, , , , , 
10007488,3.2,2.33,1,1,2.5,1,3,1.5
10007489,3.2,1.67,2,2,3.5,3.4,1,1.5
10007490,3.6,4,1.25,2,3.5,3.6,1.33,1.25
10007491, , , , , , , , 
10007492, , , , , , , , 
10007493,3.2,3,1.5,2,4,4,1.17,1
10007494,3,3.67,1.25,1.5,3.5,3.8,1.17,1
10007495,3,3.67,2,2,4,4,1.17,1.25
10007496, , , , , , , , 
10007497,2.4,3.33,1.25,2,3.25,2.8,2,2.5
10007498,3,4,1,2,2.33,2.8,1.67,1
10007499, , , , , , , , 
10007500,3,4,1.5,2,4,3.8,1,1
10007501, , , , , , , , 
10007502,3.4,3,1.5,1,4,4,1.33,1.75
10007503,3.8,3.67,1.25,1,2.75,3.2,1.5,1.5
10007504,3.4,4,1.75,2,2.5,2.6,1.83,1.25
10007505, , , , ,2,2.2,3,2
10007506, , , , , , , , 
10007507,2.6,3.67,1.5,2,3.5,3.2,2,1.75
10007508, , , , ,3,2,1.67,2
10007509, , , , , , , , 
10007510, , , , , , , , 
10007511, , , , ,2.75,3.4,1.67,1.25
10007512,3.2,3.33,1.75,2,2.5,2,2.67,2
10007513,3,3.33,1.25,2.5,2.75,2.6,2,1
